"BeachName","DOW","Date","MonitoringOrg","Ecoli_1dGM","Ecoli_30dGM","Ecoli_units","ClosureYN","ClosureReason"
"Pleasant","62004600",2015-06-23,"RamseyCo",14.8,7.8,"","N",""
"Gervais","62000700",2015-06-30,"RamseyCo",74.4,20.9,"","N",""
"Phalen","62001300",2015-06-30,"RamseyCo",19.6,7.5,"","N",""
"McCarrons","62005400",2015-06-30,"RamseyCo",6.6,23.9,"","N",""
"Owasso","62005600",2015-06-30,"RamseyCo",91.9,11.6,"","N",""
"Josephine","62005700",2015-06-30,"RamseyCo",3.6,4.4,"","N",""
"Turtle","62006100",2015-06-30,"RamseyCo",10,4.3,"","N",""
"Long","62006700",2015-06-30,"RamseyCo",61.3,4.8,"","N",""
"Snail","62007300",2015-06-30,"RamseyCo",3.6,2.6,"","N",""
"Johanna","62007800",2015-06-30,"RamseyCo",26,2.5,"","N",""
"Mahtomedi","82016700",2015-06-30,"RamseyCo",9.6,2.1,"","N",""
"Pleasant","62004600",2015-06-30,"RamseyCo",6.3,7.4,"","N",""
"Gervais","62000700",2015-07-07,"RamseyCo",125.4,31.7,"","N",""
"Phalen","62001300",2015-07-07,"RamseyCo",461,19.6,"","N",""
"McCarrons","62005400",2015-07-07,"RamseyCo",4.3,14.7,"","N",""
"Owasso","62005600",2015-07-07,"RamseyCo",3.2,6.1,"","N",""
"Josephine","62005700",2015-07-07,"RamseyCo",8,4.8,"","N",""
"Turtle","62006100",2015-07-07,"RamseyCo",6.7,5.9,"","N",""
"Long","62006700",2015-07-07,"RamseyCo",159.4,12.4,"","N",""
"Snail","62007300",2015-07-07,"RamseyCo",5.4,2.2,"","N",""
"Johanna","62007800",2015-07-07,"RamseyCo",5.2,2.9,"","N",""
"Pleasant","62004600",2015-07-07,"RamseyCo",1.4,5.3,"","N",""
"Gervais","62000700",2015-07-14,"RamseyCo",249.7,42.3,"","N",""
"Phalen","62001300",2015-07-14,"RamseyCo",62.4,22,"","N",""
"McCarrons","62005400",2015-07-14,"RamseyCo",9,13.1,"","N",""
"Owasso","62005600",2015-07-14,"RamseyCo",12.6,7.8,"","N",""
"Josephine","62005700",2015-07-14,"RamseyCo",32.2,6,"","N",""
"Turtle","62006100",2015-07-14,"RamseyCo",12.1,99,"","N",""
"Long","62006700",2015-07-14,"RamseyCo",170.7,22.5,"","N",""
"Snail","62007300",2015-07-14,"RamseyCo",83.1,5.3,"","N",""
"Johanna","62007800",2015-07-14,"RamseyCo",21.7,5.3,"","N",""
"Mahtomedi","82016700",2015-07-14,"RamseyCo",22.7,4.6,"","N",""
"Pleasant","62004600",2015-07-14,"RamseyCo",6.3,4.4,"","N",""
"Gervais","62000700",2015-07-21,"RamseyCo",1,31.1,"","N",""
"Phalen","62001300",2015-07-21,"RamseyCo",4.6,29.9,"","N",""
"McCarrons","62005400",2015-07-21,"RamseyCo",5.1,7.9,"","N",""
"Owasso","62005600",2015-07-21,"RamseyCo",1,7,"","N",""
"Josephine","62005700",2015-07-21,"RamseyCo",9.7,8.8,"","N",""
"Turtle","62006100",2015-07-21,"RamseyCo",3.6,8.1,"","N",""
"Long","62006700",2015-07-21,"RamseyCo",70.9,49.2,"","N",""
"Snail","62007300",2015-07-21,"RamseyCo",7,7.8,"","N",""
"Johanna","62007800",2015-07-21,"RamseyCo",2.5,6.4,"","N",""
"Mahtomedi","82016700",2015-07-21,"RamseyCo",2.4,5.7,"","N",""
"Pleasant","62004600",2015-07-21,"RamseyCo",1,1.2,"","N",""
"Gervais","62000700",2015-07-28,"RamseyCo",6.6,27.4,"","N",""
"Phalen","62001300",2015-07-28,"RamseyCo",48.4,41.7,"","N",""
"McCarrons","62005400",2015-07-28,"RamseyCo",522,14.7,"","N",""
"Owasso","62005600",2015-07-28,"RamseyCo",29.7,10.2,"","N",""
"Josephine","62005700",2015-07-28,"RamseyCo",751.4,23.1,"","N",""
"Turtle","62006100",2015-07-28,"RamseyCo",81.9,11.9,"","N",""
"Snail","62007300",2015-07-28,"RamseyCo",1087.1,26.2,"","N",""
"Mahtomedi","82016700",2015-07-28,"RamseyCo",19.2,10.1,"","N",""
"Pleasant","62004600",2015-07-28,"RamseyCo",208.4,6.5,"","N",""
"Long","62006700",2015-07-28,"RamseyCo",777.6,155.8,"","Y","ecoli_30dayGM"
"Johanna","62007800",2015-07-28,"RamseyCo",1849.4,26.7,"","Y","ecoli_1dayGM"
"Long","62006700",2015-07-30,"RamseyCo",7.8,103.3,"","N",""
"Johanna","62007800",2015-07-30,"RamseyCo",10,22.1,"","N",""
"Gervais","62000700",2015-08-04,"RamseyCo",1,11.6,"","N",""
"Phalen","62001300",2015-08-04,"RamseyCo",23.5,43.2,"","N",""
"McCarrons","62005400",2015-08-04,"RamseyCo",3.2,12.7,"","N",""
"Owasso","62005600",2015-08-04,"RamseyCo",8.8,6.4,"","N",""
"Josephine","62005700",2015-08-04,"RamseyCo",2.5,21.5,"","N",""
"Turtle","62006100",2015-08-04,"RamseyCo",3,9.4,"","N",""
"Long","62006700",2015-08-04,"RamseyCo",12.8,72.9,"","N",""
"Snail","62007300",2015-08-04,"RamseyCo",1,20.3,"","N",""
"Johanna","62007800",2015-08-04,"RamseyCo",12.1,20,"","N",""
"Mahtomedi","82016700",2015-08-04,"RamseyCo",1.7,6.6,"","N",""
"Pleasant","62004600",2015-08-04,"RamseyCo",5.7,6.4,"","N",""
"Gervais","62000700",2015-08-11,"RamseyCo",12.4,7.3,"","N",""
"Phalen","62001300",2015-08-11,"RamseyCo",14.5,21.6,"","N",""
"McCarrons","62005400",2015-08-11,"RamseyCo",1.8,10.6,"","N",""
"Owasso","62005600",2015-08-11,"RamseyCo",180.4,14.3,"","N",""
"Josephine","62005700",2015-08-11,"RamseyCo",4.1,18.9,"","N",""
"Turtle","62006100",2015-08-11,"RamseyCo",3,8,"","N",""
"Long","62006700",2015-08-11,"RamseyCo",24.3,53.3,"","N",""
"Snail","62007300",2015-08-11,"RamseyCo",6.3,20.9,"","N",""
"Johanna","62007800",2015-08-11,"RamseyCo",5,19.9,"","N",""
"Mahtomedi","82016700",2015-08-11,"RamseyCo",2,5.2,"","N",""
"Gervais","62000700",2015-08-18,"RamseyCo",12.1,4,"","N",""
"Phalen","62001300",2015-08-18,"RamseyCo",114,24.4,"","N",""
"McCarrons","62005400",2015-08-18,"RamseyCo",4.6,9.3,"","N",""
"Owasso","62005600",2015-08-18,"RamseyCo",2.7,10.5,"","N",""
"Josephine","62005700",2015-08-18,"RamseyCo",11.4,15.3,"","N",""
"Turtle","62006100",2015-08-18,"RamseyCo",9,7.5,"","N",""
"Long","62006700",2015-08-18,"RamseyCo",11.9,34.2,"","N",""
"Snail","62007300",2015-08-18,"RamseyCo",5.7,12.2,"","N",""
"Johanna","62007800",2015-08-18,"RamseyCo",9.6,17.4,"","N",""
"Mahtomedi","82016700",2015-08-18,"RamseyCo",9,4.3,"","N",""
"Gervais","62000700",2015-08-25,"RamseyCo",36.8,8.2,"","N",""
"Phalen","62001300",2015-08-25,"RamseyCo",8.7,27.7,"","N",""
"McCarrons","62005400",2015-08-25,"RamseyCo",5.2,9.3,"","N",""
"Owasso","62005600",2015-08-25,"RamseyCo",11.7,17.2,"","N",""
"Josephine","62005700",2015-08-25,"RamseyCo",5.2,13.5,"","N",""
"Turtle","62006100",2015-08-25,"RamseyCo",5.3,8.1,"","N",""
"Long","62006700",2015-08-25,"RamseyCo",2.9,20,"","N",""
"Snail","62007300",2015-08-25,"RamseyCo",4.6,11.2,"","N",""
"Johanna","62007800",2015-08-25,"RamseyCo",23.9,25.3,"","N",""
"Mahtomedi","82016700",2015-08-25,"RamseyCo",1,3.6,"","N",""
"Gervais","62000700",2015-09-01,"RamseyCo",13.5,9.4,"","N",""
"Phalen","62001300",2015-09-01,"RamseyCo",928.7,50,"","N",""
"McCarrons","62005400",2015-09-01,"RamseyCo",33.7,5.4,"","N",""
"Owasso","62005600",2015-09-01,"RamseyCo",15,15,"","N",""
"Josephine","62005700",2015-09-01,"RamseyCo",502.4,12.5,"","N",""
"Turtle","62006100",2015-09-01,"RamseyCo",52.9,7.5,"","N",""
"Long","62006700",2015-09-01,"RamseyCo",32.7,12.8,"","N",""
"Snail","62007300",2015-09-01,"RamseyCo",6.8,4.1,"","N",""
"Johanna","62007800",2015-09-01,"RamseyCo",29.5,13.3,"","N",""
"Mahtomedi","82016700",2015-09-01,"RamseyCo",8.1,3,"","N",""
"Gervais","62000700",2016-05-24,"RamseyCo",1.4,0,"","N",""
"Phalen","62001300",2016-05-24,"RamseyCo",88.3,0,"","N",""
"McCarrons","62005400",2016-05-24,"RamseyCo",79.1,0,"","N",""
"Owasso","62005600",2016-05-24,"RamseyCo",5.7,0,"","N",""
"Josephine","62005700",2016-05-24,"RamseyCo",7.7,0,"","N",""
"Turtle","62006100",2016-05-24,"RamseyCo",61,0,"","N",""
"Long","62006700",2016-05-24,"RamseyCo",79.4,0,"","N",""
"Snail","62007300",2016-05-24,"RamseyCo",8,0,"","N",""
"Johanna","62007800",2016-05-24,"RamseyCo",2.5,0,"","N",""
"Gervais","62000700",2016-05-31,"RamseyCo",8.7,3.5,"","N",""
"Phalen","62001300",2016-05-31,"RamseyCo",56.4,70.6,"","N",""
"McCarrons","62005400",2016-05-31,"RamseyCo",49.9,62.8,"","N",""
"Owasso","62005600",2016-05-31,"RamseyCo",4.9,5.3,"","N",""
"Josephine","62005700",2016-05-31,"RamseyCo",29.8,15.2,"","N",""
"Turtle","62006100",2016-05-31,"RamseyCo",15.4,30.6,"","N",""
"Long","62006700",2016-05-31,"RamseyCo",5.4,20.7,"","N",""
"Snail","62007300",2016-05-31,"RamseyCo",22.1,13.3,"","N",""
"Johanna","62007800",2016-05-31,"RamseyCo",295.3,27.1,"","N",""
"Gervais","62000700",2016-06-07,"RamseyCo",14.6,5.6,"","N",""
"Phalen","62001300",2016-06-07,"RamseyCo",4.3,27.9,"","N",""
"McCarrons","62005400",2016-06-07,"RamseyCo",157.7,85.4,"","N",""
"Owasso","62005600",2016-06-07,"RamseyCo",1,3,"","N",""
"Josephine","62005700",2016-06-07,"RamseyCo",2.4,8.3,"","N",""
"Turtle","62006100",2016-06-07,"RamseyCo",2.3,12.9,"","N",""
"Long","62006700",2016-06-07,"RamseyCo",1.8,9.1,"","N",""
"Snail","62007300",2016-06-07,"RamseyCo",13.3,13.3,"","N",""
"Johanna","62007800",2016-06-07,"RamseyCo",4.4,14.8,"","N",""
"Mahtomedi","82016700",2016-06-07,"RamseyCo",1.4,0,"","N",""
"Gervais","62000700",2016-06-14,"RamseyCo",48,9.6,"","N",""
"Phalen","62001300",2016-06-14,"RamseyCo",133.9,41.3,"","N",""
"McCarrons","62005400",2016-06-14,"RamseyCo",326.8,119.4,"","N",""
"Owasso","62005600",2016-06-14,"RamseyCo",10.6,4.1,"","N",""
"Josephine","62005700",2016-06-14,"RamseyCo",1.4,5.3,"","N",""
"Turtle","62006100",2016-06-14,"RamseyCo",59.5,18.9,"","N",""
"Long","62006700",2016-06-14,"RamseyCo",260.1,21.1,"","N",""
"Snail","62007300",2016-06-14,"RamseyCo",181,25.5,"","N",""
"Johanna","62007800",2016-06-14,"RamseyCo",14.6,14.8,"","N",""
"Mahtomedi","82016700",2016-06-14,"RamseyCo",20.8,5.4,"","N",""
"Gervais","62000700",2016-06-21,"RamseyCo",7.9,9.3,"","N",""
"Phalen","62001300",2016-06-21,"RamseyCo",7.3,29.2,"","N",""
"McCarrons","62005400",2016-06-21,"RamseyCo",33.8,92.8,"","N",""
"Owasso","62005600",2016-06-21,"RamseyCo",11.4,5.1,"","N",""
"Josephine","62005700",2016-06-21,"RamseyCo",5.5,5.4,"","N",""
"Turtle","62006100",2016-06-21,"RamseyCo",15.3,18.1,"","N",""
"Long","62006700",2016-06-21,"RamseyCo",19.8,20.8,"","N",""
"Snail","62007300",2016-06-21,"RamseyCo",9.7,21,"","N",""
"Johanna","62007800",2016-06-21,"RamseyCo",17.8,15.3,"","N",""
"Mahtomedi","82016700",2016-06-21,"RamseyCo",2.9,4.4,"","N",""
"Gervais","62000700",2016-06-28,"RamseyCo",4.1,11.5,"","N",""
"Phalen","62001300",2016-06-28,"RamseyCo",1.4,12.8,"","N",""
"McCarrons","62005400",2016-06-28,"RamseyCo",1,38.7,"","N",""
"Owasso","62005600",2016-06-28,"RamseyCo",3.5,4.6,"","N",""
"Josephine","62005700",2016-06-28,"RamseyCo",1,3.6,"","N",""
"Turtle","62006100",2016-06-28,"RamseyCo",1.4,8.5,"","N",""
"Long","62006700",2016-06-28,"RamseyCo",156,23.8,"","N",""
"Snail","62007300",2016-06-28,"RamseyCo",1,13.9,"","N",""
"Johanna","62007800",2016-06-28,"RamseyCo",41.9,27,"","N",""
"Mahtomedi","82016700",2016-06-28,"RamseyCo",1,3,"","N",""
"Gervais","62000700",2016-07-05,"RamseyCo",2.9,9.2,"","N",""
"Phalen","62001300",2016-07-05,"RamseyCo",1.8,6.4,"","N",""
"McCarrons","62005400",2016-07-05,"RamseyCo",14.7,30.3,"","N",""
"Owasso","62005600",2016-07-05,"RamseyCo",1.4,3.6,"","N",""
"Josephine","62005700",2016-07-05,"RamseyCo",12.7,3,"","N",""
"Turtle","62006100",2016-07-05,"RamseyCo",4.1,6.5,"","N",""
"Long","62006700",2016-07-05,"RamseyCo",279.9,52.4,"","N",""
"Snail","62007300",2016-07-05,"RamseyCo",11,12.1,"","N",""
"Johanna","62007800",2016-07-05,"RamseyCo",40.9,18.2,"","N",""
"Mahtomedi","82016700",2016-07-05,"RamseyCo",1.4,2.6,"","N",""
"Gervais","62000700",2016-07-12,"RamseyCo",62.2,12.3,"","N",""
"Phalen","62001300",2016-07-12,"RamseyCo",15,8.2,"","N",""
"McCarrons","62005400",2016-07-12,"RamseyCo",62.6,25.2,"","N",""
"Owasso","62005600",2016-07-12,"RamseyCo",5.1,5,"","N",""
"Josephine","62005700",2016-07-12,"RamseyCo",96.5,6.3,"","N",""
"Turtle","62006100",2016-07-12,"RamseyCo",98.1,13.9,"","N",""
"Long","62006700",2016-07-12,"RamseyCo",72.1,110.2,"","N",""
"Snail","62007300",2016-07-12,"RamseyCo",2.5,8.6,"","N",""
"Johanna","62007800",2016-07-12,"RamseyCo",138,36.2,"","N",""
"Mahtomedi","82016700",2016-07-12,"RamseyCo",6.3,3.5,"","N",""
"Gervais","62000700",2016-07-19,"RamseyCo",3.6,7.3,"","N",""
"Phalen","62001300",2016-07-19,"RamseyCo",188,8.7,"","N",""
"McCarrons","62005400",2016-07-19,"RamseyCo",224.6,23.4,"","N",""
"Owasso","62005600",2016-07-19,"RamseyCo",106.9,7.9,"","N",""
"Josephine","62005700",2016-07-19,"RamseyCo",2.5,7,"","N",""
"Turtle","62006100",2016-07-19,"RamseyCo",8,9.3,"","N",""
"Long","62006700",2016-07-19,"RamseyCo",26.9,70,"","N",""
"Snail","62007300",2016-07-19,"RamseyCo",310.2,9.6,"","N",""
"Johanna","62007800",2016-07-19,"RamseyCo",1,21.1,"","N",""
"Mahtomedi","82016700",2016-07-19,"RamseyCo",1,1.9,"","N",""
"Gervais","62000700",2016-07-26,"RamseyCo",14.1,8.2,"","N",""
"Phalen","62001300",2016-07-26,"RamseyCo",1.4,6.3,"","N",""
"McCarrons","62005400",2016-07-26,"RamseyCo",15.2,19.9,"","N",""
"Owasso","62005600",2016-07-26,"RamseyCo",1.7,5.4,"","N",""
"Josephine","62005700",2016-07-26,"RamseyCo",5.8,7.1,"","N",""
"Turtle","62006100",2016-07-26,"RamseyCo",13.9,9.1,"","N",""
"Long","62006700",2016-07-26,"RamseyCo",12.9,64.2,"","N",""
"Snail","62007300",2016-07-26,"RamseyCo",57,13.7,"","N",""
"Johanna","62007800",2016-07-26,"RamseyCo",42.6,25.2,"","N",""
"Mahtomedi","82016700",2016-07-26,"RamseyCo",2,1.8,"","N",""
"Gervais","62000700",2016-08-02,"RamseyCo",13.5,10.4,"","N",""
"Phalen","62001300",2016-08-02,"RamseyCo",13.5,9.9,"","N",""
"McCarrons","62005400",2016-08-02,"RamseyCo",2.9,24.6,"","N",""
"Owasso","62005600",2016-08-02,"RamseyCo",1,4.2,"","N",""
"Josephine","62005700",2016-08-02,"RamseyCo",124.9,18.6,"","N",""
"Turtle","62006100",2016-08-02,"RamseyCo",8.4,13,"","N",""
"Long","62006700",2016-08-02,"RamseyCo",29.7,46.1,"","N",""
"Snail","62007300",2016-08-02,"RamseyCo",3.3,17.4,"","N",""
"Johanna","62007800",2016-08-02,"RamseyCo",51.6,26.2,"","N",""
"Mahtomedi","82016700",2016-08-02,"RamseyCo",2,2,"","N",""
"Gervais","62000700",2016-08-09,"RamseyCo",14.2,14.3,"","N",""
"Phalen","62001300",2016-08-09,"RamseyCo",6.6,12.9,"","N",""
"McCarrons","62005400",2016-08-09,"RamseyCo",1,14.4,"","N",""
"Owasso","62005600",2016-08-09,"RamseyCo",2,4.5,"","N",""
"Josephine","62005700",2016-08-09,"RamseyCo",300.4,35,"","N",""
"Turtle","62006100",2016-08-09,"RamseyCo",27.7,19.1,"","N",""
"Long","62006700",2016-08-09,"RamseyCo",214.7,43.7,"","N",""
"Snail","62007300",2016-08-09,"RamseyCo",125.5,28.2,"","N",""
"Johanna","62007800",2016-08-09,"RamseyCo",3.6,16.1,"","N",""
"Mahtomedi","82016700",2016-08-09,"RamseyCo",1.4,2,"","N",""
"Gervais","62000700",2016-08-16,"RamseyCo",20.8,5.4,"","N",""
"Phalen","62001300",2016-08-16,"RamseyCo",2,8.6,"","N",""
"McCarrons","62005400",2016-08-16,"RamseyCo",2,7.2,"","N",""
"Owasso","62005600",2016-08-16,"RamseyCo",3.2,4.1,"","N",""
"Josephine","62005700",2016-08-16,"RamseyCo",3.5,18,"","N",""
"Turtle","62006100",2016-08-16,"RamseyCo",9.7,12,"","N",""
"Long","62006700",2016-08-16,"RamseyCo",61,46.2,"","N",""
"Snail","62007300",2016-08-16,"RamseyCo",7,34.8,"","N",""
"Johanna","62007800",2016-08-16,"RamseyCo",1.4,0,"","N",""
"Mahtomedi","82016700",2016-08-16,"RamseyCo",1.8,1.6,"","N",""
"Gervais","62000700",2016-08-23,"RamseyCo",1,1.6,"","N",""
"Phalen","62001300",2016-08-23,"RamseyCo",1,3,"","N",""
"McCarrons","62005400",2016-08-23,"RamseyCo",2,1.8,"","N",""
"Owasso","62005600",2016-08-23,"RamseyCo",1,1.9,"","N",""
"Josephine","62005700",2016-08-23,"RamseyCo",1.4,2,"","N",""
"Turtle","62006100",2016-08-23,"RamseyCo",1.4,2.6,"","N",""
"Long","62006700",2016-08-23,"RamseyCo",2,2,"","N",""
"Snail","62007300",2016-08-23,"RamseyCo",6.3,3.5,"","N",""
"Johanna","62007800",2016-08-23,"RamseyCo",1.8,1.6,"","N",""
"Mahtomedi","82016700",2016-08-23,"RamseyCo",2.9,4.4,"","N",""
"Gervais","62000700",2016-08-30,"RamseyCo",2.9,7.5,"","N",""
"Phalen","62001300",2016-08-30,"RamseyCo",79,13.3,"","N",""
"McCarrons","62005400",2016-08-30,"RamseyCo",18.2,2.9,"","N",""
"Owasso","62005600",2016-08-30,"RamseyCo",2.5,1.7,"","N",""
"Josephine","62005700",2016-08-30,"RamseyCo",27,28.2,"","N",""
"Turtle","62006100",2016-08-30,"RamseyCo",59,20.8,"","N",""
"Long","62006700",2016-08-30,"RamseyCo",53.4,39.3,"","N",""
"Snail","62007300",2016-08-30,"RamseyCo",5.7,12.9,"","N",""
"Johanna","62007800",2016-08-30,"RamseyCo",179.3,16.4,"","N",""
"Mahtomedi","82016700",2016-08-30,"RamseyCo",66.1,3.2,"","N",""
"Gervais","62000700",2017-05-23,"RamseyCo",13.1,0,"","N",""
"Phalen","62001300",2017-05-23,"RamseyCo",5.9,0,"","N",""
"McCarrons","62005400",2017-05-23,"RamseyCo",14.7,0,"","N",""
"Owasso","62005600",2017-05-23,"RamseyCo",8.7,0,"","N",""
"Josephine","62005700",2017-05-23,"RamseyCo",7.9,0,"","N",""
"Turtle","62006100",2017-05-23,"RamseyCo",4.1,0,"","N",""
"Long","62006700",2017-05-23,"RamseyCo",9.1,0,"","N",""
"Johanna","62007800",2017-05-23,"RamseyCo",7.6,0,"","N",""
"White Bear","82016700",2017-05-23,"RamseyCo",1.8,0,"","N",""
"Gervais","62000700",2017-05-30,"RamseyCo",1.8,4.8,"","N",""
"Phalen","62001300",2017-05-30,"RamseyCo",9.9,7.6,"","N",""
"McCarrons","62005400",2017-05-30,"RamseyCo",15.7,15.2,"","N",""
"Owasso","62005600",2017-05-30,"RamseyCo",2,4.2,"","N",""
"Josephine","62005700",2017-05-30,"RamseyCo",10.3,9,"","N",""
"Turtle","62006100",2017-05-30,"RamseyCo",2,2.9,"","N",""
"Long","62006700",2017-05-30,"RamseyCo",2,4.3,"","N",""
"Johanna","62007800",2017-05-30,"RamseyCo",9.1,8.3,"","N",""
"White Bear","82016700",2017-05-30,"RamseyCo",3.5,2.5,"","N",""
"Gervais","62000700",2017-06-06,"RamseyCo",3.5,4.3,"","N",""
"Phalen","62001300",2017-06-06,"RamseyCo",3.6,5.9,"","N",""
"McCarrons","62005400",2017-06-06,"RamseyCo",3.2,9.1,"","N",""
"Owasso","62005600",2017-06-06,"RamseyCo",1.4,2.9,"","N",""
"Josephine","62005700",2017-06-06,"RamseyCo",13.5,10.3,"","N",""
"Turtle","62006100",2017-06-06,"RamseyCo",1.8,2.4,"","N",""
"Long","62006700",2017-06-06,"RamseyCo",1.4,3,"","N",""
"Johanna","62007800",2017-06-06,"RamseyCo",26.1,12.1,"","N",""
"White Bear","82016700",2017-06-06,"RamseyCo",2.5,2.5,"","N",""
"Gervais","62000700",2017-06-13,"RamseyCo",7.4,5,"","N",""
"Phalen","62001300",2017-06-13,"RamseyCo",16.8,7.7,"","N",""
"McCarrons","62005400",2017-06-13,"RamseyCo",314.3,22,"","N",""
"Owasso","62005600",2017-06-13,"RamseyCo",3.9,3.1,"","N",""
"Josephine","62005700",2017-06-13,"RamseyCo",27.1,13.1,"","N",""
"Turtle","62006100",2017-06-13,"RamseyCo",7,3.2,"","N",""
"Long","62006700",2017-06-13,"RamseyCo",9.6,4,"","N",""
"Johanna","62007800",2017-06-13,"RamseyCo",99.1,20.5,"","N",""
"White Bear","82016700",2017-06-13,"RamseyCo",293.5,8.2,"","N",""
"Gervais","62000700",2017-06-20,"RamseyCo",4.4,4.8,"","N",""
"Phalen","62001300",2017-06-20,"RamseyCo",2,5.9,"","N",""
"McCarrons","62005400",2017-06-20,"RamseyCo",150.4,32.3,"","N",""
"Owasso","62005600",2017-06-20,"RamseyCo",1.4,2.7,"","N",""
"Josephine","62005700",2017-06-20,"RamseyCo",3.6,10.1,"","N",""
"Turtle","62006100",2017-06-20,"RamseyCo",5.7,3.6,"","N",""
"Long","62006700",2017-06-20,"RamseyCo",14.2,5.1,"","N",""
"Johanna","62007800",2017-06-20,"RamseyCo",44.9,24,"","N",""
"Mahtomedi","82016700",2017-06-20,"RamseyCo",1,0,"","N",""
"White Bear","82016700",2017-06-20,"RamseyCo",82,13,"","N",""
"Gervais","62000700",2017-06-27,"RamseyCo",1.4,3.1,"","N",""
"Phalen","62001300",2017-06-27,"RamseyCo",1.4,4.4,"","N",""
"McCarrons","62005400",2017-06-27,"RamseyCo",5.5,26.5,"","N",""
"Owasso","62005600",2017-06-27,"RamseyCo",1.8,1.9,"","N",""
"Josephine","62005700",2017-06-27,"RamseyCo",1,6.7,"","N",""
"Turtle","62006100",2017-06-27,"RamseyCo",2,3.1,"","N",""
"Long","62006700",2017-06-27,"RamseyCo",1.8,3.7,"","N",""
"Johanna","62007800",2017-06-27,"RamseyCo",466.4,54.7,"","N",""
"Mahtomedi","82016700",2017-06-27,"RamseyCo",1.4,1.2,"","N",""
"White Bear","82016700",2017-06-27,"RamseyCo",29,22.8,"","N",""
"Gervais","62000700",2017-07-05,"RamseyCo",6.8,4.1,"","N",""
"Phalen","62001300",2017-07-05,"RamseyCo",15.7,4.9,"","N",""
"McCarrons","62005400",2017-07-05,"RamseyCo",39.7,32,"","N",""
"Owasso","62005600",2017-07-05,"RamseyCo",2.4,2,"","N",""
"Josephine","62005700",2017-07-05,"RamseyCo",4.4,5.7,"","N",""
"Turtle","62006100",2017-07-05,"RamseyCo",58.3,6.1,"","N",""
"Long","62006700",2017-07-05,"RamseyCo",4,4.2,"","N",""
"Johanna","62007800",2017-07-05,"RamseyCo",20.8,64.6,"","N",""
"Mahtomedi","82016700",2017-07-05,"RamseyCo",6.7,2.1,"","N",""
"White Bear","82016700",2017-07-05,"RamseyCo",344.5,57,"","N",""
"Gervais","62000700",2017-07-11,"RamseyCo",1.4,3.4,"","N",""
"Phalen","62001300",2017-07-11,"RamseyCo",20.4,6.9,"","N",""
"McCarrons","62005400",2017-07-11,"RamseyCo",27.1,48.9,"","N",""
"Owasso","62005600",2017-07-11,"RamseyCo",2.4,2.3,"","N",""
"Josephine","62005700",2017-07-11,"RamseyCo",2.3,4,"","N",""
"Turtle","62006100",2017-07-11,"RamseyCo",1.4,5.8,"","N",""
"Long","62006700",2017-07-11,"RamseyCo",11.1,6.4,"","N",""
"Johanna","62007800",2017-07-11,"RamseyCo",1.8,37.7,"","N",""
"Mahtomedi","82016700",2017-07-11,"RamseyCo",3.5,2.4,"","N",""
"White Bear","82016700",2017-07-11,"RamseyCo",4.3,63.7,"","N",""
"Gervais","62000700",2017-07-18,"RamseyCo",16.4,4,"","N",""
"Phalen","62001300",2017-07-18,"RamseyCo",332.8,12.5,"","N",""
"McCarrons","62005400",2017-07-18,"RamseyCo",23.4,29.1,"","N",""
"Owasso","62005600",2017-07-18,"RamseyCo",5.4,2.4,"","N",""
"Josephine","62005700",2017-07-18,"RamseyCo",15.9,3.6,"","N",""
"Turtle","62006100",2017-07-18,"RamseyCo",28.6,7.7,"","N",""
"Long","62006700",2017-07-18,"RamseyCo",23.4,7.6,"","N",""
"Johanna","62007800",2017-07-18,"RamseyCo",4.4,20.2,"","N",""
"Mahtomedi","82016700",2017-07-18,"RamseyCo",44.9,4.3,"","N",""
"White Bear","82016700",2017-07-18,"RamseyCo",5.2,28.4,"","N",""
"Gervais","62000700",2017-07-25,"RamseyCo",1,3,"","N",""
"Phalen","62001300",2017-07-25,"RamseyCo",49,23.6,"","N",""
"McCarrons","62005400",2017-07-25,"RamseyCo",13.5,18,"","N",""
"Owasso","62005600",2017-07-25,"RamseyCo",3.1,2.8,"","N",""
"Josephine","62005700",2017-07-25,"RamseyCo",12,4.5,"","N",""
"Turtle","62006100",2017-07-25,"RamseyCo",2.4,6.5,"","N",""
"Long","62006700",2017-07-25,"RamseyCo",2.5,5.4,"","N",""
"Johanna","62007800",2017-07-25,"RamseyCo",1,9.4,"","N",""
"Mahtomedi","82016700",2017-07-25,"RamseyCo",3.2,5.5,"","N",""
"White Bear","82016700",2017-07-25,"RamseyCo",1.8,13.2,"","N",""
"Gervais","62000700",2017-08-01,"RamseyCo",50.3,6,"","N",""
"Phalen","62001300",2017-08-01,"RamseyCo",42.5,46.7,"","N",""
"McCarrons","62005400",2017-08-01,"RamseyCo",19.2,23.1,"","N",""
"Owasso","62005600",2017-08-01,"RamseyCo",134.5,6.7,"","N",""
"Josephine","62005700",2017-08-01,"RamseyCo",23.3,8.5,"","N",""
"Turtle","62006100",2017-08-01,"RamseyCo",1,5.7,"","N",""
"Long","62006700",2017-08-01,"RamseyCo",1,4.8,"","N",""
"Johanna","62007800",2017-08-01,"RamseyCo",3,3.5,"","N",""
"Mahtomedi","82016700",2017-08-01,"RamseyCo",1,5.1,"","N",""
"White Bear","82016700",2017-08-01,"RamseyCo",4.3,9,"","N",""
"Gervais","62000700",2017-08-08,"RamseyCo",5.1,5.7,"","N",""
