"BeachName","DOW","Date","MonitoringOrg","Ecoli_1dGM","Ecoli_30dGM","Ecoli_units","ClosureYN","ClosureReason"
"Como","62005500",2019-06-18,"RamseyCo",13,6.1,"","N",""
"Owasso","62005600",2019-06-18,"RamseyCo",5.1,6.5,"","N",""
"Josephine","62005700",2019-06-18,"RamseyCo",1,3.3,"","N",""
"Turtle","62006100",2019-06-18,"RamseyCo",1.4,3.9,"","N",""
"Long","62006700",2019-06-18,"RamseyCo",2.7,3.2,"","N",""
"Johanna","62007800",2019-06-18,"RamseyCo",15.4,11.4,"","N",""
"Mahtomedi","82016700",2019-06-18,"RamseyCo",1,2.1,"","N",""
"White Bear","82016700",2019-06-18,"RamseyCo",1.7,2.3,"","N",""
"Gervais","62000700",2019-06-25,"RamseyCo",27.5,9.2,"","N",""
"Phalen","62001300",2019-06-25,"RamseyCo",33.1,4.8,"","N",""
"McCarrons","62005400",2019-06-25,"RamseyCo",655.7,106.4,"","N",""
"Como","62005500",2019-06-25,"RamseyCo",10.4,9.8,"","N",""
"Owasso","62005600",2019-06-25,"RamseyCo",20.8,9.2,"","N",""
"Josephine","62005700",2019-06-25,"RamseyCo",9.3,4.9,"","N",""
"Turtle","62006100",2019-06-25,"RamseyCo",4.1,4.8,"","N",""
"Long","62006700",2019-06-25,"RamseyCo",25.4,4.9,"","N",""
"Johanna","62007800",2019-06-25,"RamseyCo",172.2,19.7,"","N",""
"Mahtomedi","82016700",2019-06-25,"RamseyCo",29.5,3.9,"","N",""
"White Bear","82016700",2019-06-25,"RamseyCo",2.4,2.3,"","N",""
"Gervais","62000700",2019-07-02,"RamseyCo",2.5,5.5,"","N",""
"Phalen","62001300",2019-07-02,"RamseyCo",14.3,3.8,"","N",""
"McCarrons","62005400",2019-07-02,"RamseyCo",256.1,124.8,"","N",""
"Como","62005500",2019-07-02,"RamseyCo",18.4,10.9,"","N",""
"Owasso","62005600",2019-07-02,"RamseyCo",2.9,5.8,"","N",""
"Josephine","62005700",2019-07-02,"RamseyCo",2.9,3.7,"","N",""
"Turtle","62006100",2019-07-02,"RamseyCo",20.1,4,"","N",""
"Long","62006700",2019-07-02,"RamseyCo",20.5,5.5,"","N",""
"Johanna","62007800",2019-07-02,"RamseyCo",31.1,19.8,"","N",""
"Mahtomedi","82016700",2019-07-02,"RamseyCo",16.5,4.4,"","N",""
"White Bear","82016700",2019-07-02,"RamseyCo",60.7,4.6,"","N",""
"Gervais","62000700",2019-07-09,"RamseyCo",1.8,4.9,"","N",""
"Phalen","62001300",2019-07-09,"RamseyCo",3.9,4.5,"","N",""
"Como","62005500",2019-07-09,"RamseyCo",17.9,10,"","N",""
"Owasso","62005600",2019-07-09,"RamseyCo",1.8,4.6,"","N",""
"Josephine","62005700",2019-07-09,"RamseyCo",2,2.6,"","N",""
"Turtle","62006100",2019-07-09,"RamseyCo",14.3,4.4,"","N",""
"Long","62006700",2019-07-09,"RamseyCo",3.2,6.5,"","N",""
"Johanna","62007800",2019-07-09,"RamseyCo",88.8,31.7,"","N",""
"Mahtomedi","82016700",2019-07-09,"RamseyCo",26.9,6.7,"","N",""
"White Bear","82016700",2019-07-09,"RamseyCo",2.9,4.3,"","N",""
"McCarrons","62005400",2019-07-09,"RamseyCo",150.6,229.4,"","Y","ecoli_30dayGM"
"McCarrons","62005400",2019-07-11,"RamseyCo",205.6,225.3,"","Y","ecoli_30dayGM"
"Gervais","62000700",2019-07-16,"RamseyCo",7.8,4.9,"","N",""
"Phalen","62001300",2019-07-16,"RamseyCo",61.6,10.3,"","N",""
"Owasso","62005600",2019-07-16,"RamseyCo",37.3,21.4,"","N",""
"Josephine","62005700",2019-07-16,"RamseyCo",7.5,3.3,"","N",""
"Turtle","62006100",2019-07-16,"RamseyCo",28.3,8.6,"","N",""
"Long","62006700",2019-07-16,"RamseyCo",170.8,15.1,"","N",""
"Johanna","62007800",2019-07-16,"RamseyCo",316.8,74.7,"","N",""
"Mahtomedi","82016700",2019-07-16,"RamseyCo",55.3,14.9,"","N",""
"White Bear","82016700",2019-07-16,"RamseyCo",338.5,11.3,"","N",""
"McCarrons","62005400",2019-07-16,"RamseyCo",727.2,313.7,"","Y","ecoli_30dayGM"
"Como","62005500",2019-07-16,"RamseyCo",2400,40.4,"","Y","ecoli_1dayGM"
"Gervais","62000700",2019-07-23,"RamseyCo",1.4,4.2,"","N",""
"Phalen","62001300",2019-07-23,"RamseyCo",1,10.3,"","N",""
"Como","62005500",2019-07-23,"RamseyCo",24.3,45.8,"","N",""
"Owasso","62005600",2019-07-23,"RamseyCo",1.4,5.6,"","N",""
"Josephine","62005700",2019-07-23,"RamseyCo",1,3.3,"","N",""
"Turtle","62006100",2019-07-23,"RamseyCo",27.1,15.5,"","N",""
"Long","62006700",2019-07-23,"RamseyCo",3.5,15.9,"","N",""
"Johanna","62007800",2019-07-23,"RamseyCo",2.9,53.3,"","N",""
"Mahtomedi","82016700",2019-07-23,"RamseyCo",1,14.9,"","N",""
"White Bear","82016700",2019-07-23,"RamseyCo",501.1,22.4,"","N",""
"McCarrons","62005400",2019-07-23,"RamseyCo",153.6,288.8,"","Y","ecoli_30dayGM"
"Gervais","62000700",2019-07-30,"RamseyCo",3,2.7,"","N",""
"Phalen","62001300",2019-07-30,"RamseyCo",1,5.1,"","N",""
"Como","62005500",2019-07-30,"RamseyCo",16.6,50.3,"","N",""
"Owasso","62005600",2019-07-30,"RamseyCo",2.9,3.8,"","N",""
"Josephine","62005700",2019-07-30,"RamseyCo",1,2.1,"","N",""
"Turtle","62006100",2019-07-30,"RamseyCo",2.9,14.5,"","N",""
"Long","62006700",2019-07-30,"RamseyCo",3.2,10.5,"","N",""
"Johanna","62007800",2019-07-30,"RamseyCo",2,21.9,"","N",""
"Mahtomedi","82016700",2019-07-30,"RamseyCo",1.4,8.1,"","N",""
"White Bear","82016700",2019-07-30,"RamseyCo",5.1,43.2,"","N",""
"McCarrons","62005400",2019-07-30,"RamseyCo",30.5,173.2,"","Y","ecoli_30dayGM"
"Gervais","62000700",2019-08-06,"RamseyCo",10.8,3.6,"","N",""
"Phalen","62001300",2019-08-06,"RamseyCo",4.1,4,"","N",""
"McCarrons","62005400",2019-08-06,"RamseyCo",22,115.1,"","N",""
"Como","62005500",2019-08-06,"RamseyCo",2.5,33.7,"","N",""
"Owasso","62005600",2019-08-06,"RamseyCo",4.1,4.1,"","N",""
"Josephine","62005700",2019-08-06,"RamseyCo",1.4,1.8,"","N",""
"Turtle","62006100",2019-08-06,"RamseyCo",3.2,10,"","N",""
"Long","62006700",2019-08-06,"RamseyCo",79,13.8,"","N",""
"Johanna","62007800",2019-08-06,"RamseyCo",29.7,21.7,"","N",""
"Mahtomedi","82016700",2019-08-06,"RamseyCo",45.5,9.9,"","N",""
"White Bear","82016700",2019-08-06,"RamseyCo",104.1,48.1,"","N",""
"Gervais","62000700",2019-08-13,"RamseyCo",1.4,3.5,"","N",""
"Phalen","62001300",2019-08-13,"RamseyCo",3.9,4,"","N",""
"McCarrons","62005400",2019-08-13,"RamseyCo",4.7,51.2,"","N",""
"Como","62005500",2019-08-13,"RamseyCo",67.9,44,"","N",""
"Owasso","62005600",2019-08-13,"RamseyCo",7.6,5.4,"","N",""
"Josephine","62005700",2019-08-13,"RamseyCo",1,1.6,"","N",""
"Turtle","62006100",2019-08-13,"RamseyCo",1.4,6.3,"","N",""
"Long","62006700",2019-08-13,"RamseyCo",7.1,12.3,"","N",""
"Johanna","62007800",2019-08-13,"RamseyCo",3.2,11.2,"","N",""
"Mahtomedi","82016700",2019-08-13,"RamseyCo",1,5.1,"","N",""
"White Bear","82016700",2019-08-13,"RamseyCo",8,59.2,"","N",""
"Gervais","62000700",2019-08-20,"RamseyCo",15,4,"","N",""
"Phalen","62001300",2019-08-20,"RamseyCo",6.7,2.6,"","N",""
"McCarrons","62005400",2019-08-20,"RamseyCo",15,23.5,"","N",""
"Como","62005500",2019-08-20,"RamseyCo",228.5,27.5,"","N",""
"Owasso","62005600",2019-08-20,"RamseyCo",239.3,7.9,"","N",""
"Josephine","62005700",2019-08-20,"RamseyCo",11.1,1.7,"","N",""
"Turtle","62006100",2019-08-20,"RamseyCo",152.7,8.8,"","N",""
"Long","62006700",2019-08-20,"RamseyCo",349.6,26.9,"","N",""
"Johanna","62007800",2019-08-20,"RamseyCo",72,8.3,"","N",""
"Mahtomedi","82016700",2019-08-20,"RamseyCo",1.4,2.5,"","N",""
"White Bear","82016700",2019-08-20,"RamseyCo",62.2,42.2,"","N",""
"Gervais","62000700",2019-08-27,"RamseyCo",1.7,4.1,"","N",""
"Phalen","62001300",2019-08-27,"RamseyCo",128.2,6.7,"","N",""
"McCarrons","62005400",2019-08-27,"RamseyCo",23.5,16.2,"","N",""
"Como","62005500",2019-08-27,"RamseyCo",563.1,51.6,"","N",""
"Owasso","62005600",2019-08-27,"RamseyCo",15.5,12.7,"","N",""
"Josephine","62005700",2019-08-27,"RamseyCo",22.2,3.2,"","N",""
"Turtle","62006100",2019-08-27,"RamseyCo",44.4,9.8,"","N",""
"Long","62006700",2019-08-27,"RamseyCo",3.6,14.1,"","N",""
"Johanna","62007800",2019-08-27,"RamseyCo",16.6,11.8,"","N",""
"Mahtomedi","82016700",2019-08-27,"RamseyCo",63.3,5.7,"","N",""
"White Bear","82016700",2019-08-27,"RamseyCo",18.5,21.8,"","N",""
"Gervais","62000700",2020-05-19,"RamseyCo",47.6,0,"","N",""
"Phalen","62001300",2020-05-19,"RamseyCo",10.9,0,"","N",""
"McCarrons","62005400",2020-05-19,"RamseyCo",19.7,0,"","N",""
"Como","62005500",2020-05-19,"RamseyCo",126.3,0,"","N",""
"Owasso","62005600",2020-05-19,"RamseyCo",1.7,0,"","N",""
"Josephine","62005700",2020-05-19,"RamseyCo",2.3,0,"","N",""
"Turtle","62006100",2020-05-19,"RamseyCo",5.7,0,"","N",""
"Long","62006700",2020-05-19,"RamseyCo",5.5,0,"","N",""
"Snail","62007300",2020-05-19,"RamseyCo",3.1,0,"","N",""
"Johanna","62007800",2020-05-19,"RamseyCo",131.1,0,"","N",""
"Mahtomedi","82016700",2020-05-19,"RamseyCo",1.4,0,"","N",""
"White Bear","82016700",2020-05-19,"RamseyCo",5.7,0,"","N",""
"Gervais","62000700",2020-05-26,"RamseyCo",55.5,51.4,"","N",""
"Phalen","62001300",2020-05-26,"RamseyCo",20.6,15,"","N",""
"McCarrons","62005400",2020-05-26,"RamseyCo",35.3,26.4,"","N",""
"Como","62005500",2020-05-26,"RamseyCo",17.3,46.8,"","N",""
"Owasso","62005600",2020-05-26,"RamseyCo",18.4,5.6,"","N",""
"Josephine","62005700",2020-05-26,"RamseyCo",3.2,2.7,"","N",""
"Turtle","62006100",2020-05-26,"RamseyCo",4.3,5,"","N",""
"Long","62006700",2020-05-26,"RamseyCo",2.5,3.7,"","N",""
"Snail","62007300",2020-05-26,"RamseyCo",4,3.5,"","N",""
"Johanna","62007800",2020-05-26,"RamseyCo",42.2,74.4,"","N",""
"Mahtomedi","82016700",2020-05-26,"RamseyCo",11.7,4.1,"","N",""
"White Bear","82016700",2020-05-26,"RamseyCo",9.6,7.4,"","N",""
"Gervais","62000700",2020-06-02,"RamseyCo",10.7,30.5,"","N",""
"Phalen","62001300",2020-06-02,"RamseyCo",2.5,8.2,"","N",""
"McCarrons","62005400",2020-06-02,"RamseyCo",111.5,42.6,"","N",""
"Como","62005500",2020-06-02,"RamseyCo",1.4,14.6,"","N",""
"Josephine","62005700",2020-06-02,"RamseyCo",8.7,4,"","N",""
"Turtle","62006100",2020-06-02,"RamseyCo",5.8,5.2,"","N",""
"Long","62006700",2020-06-02,"RamseyCo",15.1,5.9,"","N",""
"Snail","62007300",2020-06-02,"RamseyCo",2.8,3.3,"","N",""
"Johanna","62007800",2020-06-02,"RamseyCo",50.1,65.2,"","N",""
"Mahtomedi","82016700",2020-06-02,"RamseyCo",1,2.5,"","N",""
"White Bear","82016700",2020-06-02,"RamseyCo",1.4,4.3,"","N",""
"Gervais","62000700",2020-06-09,"RamseyCo",29.1,30.1,"","N",""
"Phalen","62001300",2020-06-09,"RamseyCo",4.9,7.2,"","N",""
"McCarrons","62005400",2020-06-09,"RamseyCo",1122,96.5,"","N",""
"Como","62005500",2020-06-09,"RamseyCo",1.7,8.6,"","N",""
"Josephine","62005700",2020-06-09,"RamseyCo",1,2.8,"","N",""
"Turtle","62006100",2020-06-09,"RamseyCo",16,6.9,"","N",""
"Long","62006700",2020-06-09,"RamseyCo",1.4,4.1,"","N",""
"Snail","62007300",2020-06-09,"RamseyCo",11.3,4.5,"","N",""
"Johanna","62007800",2020-06-09,"RamseyCo",20.6,48.9,"","N",""
"Mahtomedi","82016700",2020-06-09,"RamseyCo",1,2,"","N",""
"White Bear","82016700",2020-06-09,"RamseyCo",3.5,4.1,"","N",""
"Gervais","62000700",2020-06-16,"RamseyCo",1.4,16.3,"","N",""
"Phalen","62001300",2020-06-16,"RamseyCo",14,8.3,"","N",""
"McCarrons","62005400",2020-06-16,"RamseyCo",109.6,99,"","N",""
"Como","62005500",2020-06-16,"RamseyCo",5.1,7.7,"","N",""
"Josephine","62005700",2020-06-16,"RamseyCo",1,2.3,"","N",""
"Turtle","62006100",2020-06-16,"RamseyCo",23.2,8.8,"","N",""
"Long","62006700",2020-06-16,"RamseyCo",1.8,3.5,"","N",""
"Snail","62007300",2020-06-16,"RamseyCo",1,3.3,"","N",""
"Johanna","62007800",2020-06-16,"RamseyCo",5.1,31.1,"","N",""
"Mahtomedi","82016700",2020-06-16,"RamseyCo",1,1.8,"","N",""
"White Bear","82016700",2020-06-16,"RamseyCo",1,3.1,"","N",""
"Gervais","62000700",2020-06-23,"RamseyCo",9.5,11.8,"","N",""
"Phalen","62001300",2020-06-23,"RamseyCo",7.5,7.7,"","N",""
"Como","62005500",2020-06-23,"RamseyCo",91.1,7.2,"","N",""
"Josephine","62005700",2020-06-23,"RamseyCo",7.6,2.9,"","N",""
"Turtle","62006100",2020-06-23,"RamseyCo",5.7,8.8,"","N",""
"Long","62006700",2020-06-23,"RamseyCo",13.1,4.1,"","N",""
"Snail","62007300",2020-06-23,"RamseyCo",4.1,3.5,"","N",""
"Johanna","62007800",2020-06-23,"RamseyCo",23.5,22.1,"","N",""
"Mahtomedi","82016700",2020-06-23,"RamseyCo",3.5,2.1,"","N",""
"White Bear","82016700",2020-06-23,"RamseyCo",909,8.5,"","N",""
"McCarrons","62005400",2020-06-23,"RamseyCo",346,175.6,"","Y","ecoli_30dayGM"
"McCarrons","62005400",2020-06-25,"RamseyCo",7.9,104.8,"","N",""
"Gervais","62000700",2020-06-30,"RamseyCo",38.6,11,"","N",""
"Phalen","62001300",2020-06-30,"RamseyCo",130.4,11.1,"","N",""
"Como","62005500",2020-06-30,"RamseyCo",10,6.5,"","N",""
"Josephine","62005700",2020-06-30,"RamseyCo",3.6,3,"","N",""
"Turtle","62006100",2020-06-30,"RamseyCo",143.8,17.7,"","N",""
"Long","62006700",2020-06-30,"RamseyCo",77.3,8.2,"","N",""
"Snail","62007300",2020-06-30,"RamseyCo",20.1,4.8,"","N",""
"Johanna","62007800",2020-06-30,"RamseyCo",36.7,21.5,"","N",""
"Mahtomedi","82016700",2020-06-30,"RamseyCo",1,1.3,"","N",""
"White Bear","82016700",2020-06-30,"RamseyCo",9.6,8.5,"","N",""
"McCarrons","62005400",2020-06-30,"RamseyCo",148.9,133.3,"","Y","ecoli_30dayGM"
"McCarrons","62005400",2020-07-01,"RamseyCo",20.6,102.1,"","N",""
"McCarrons","62005400",2020-07-02,"RamseyCo",1,52,"","N",""
"Gervais","62000700",2020-07-07,"RamseyCo",2,7.9,"","N",""
"Phalen","62001300",2020-07-07,"RamseyCo",41.5,19.4,"","N",""
"McCarrons","62005400",2020-07-07,"RamseyCo",2.9,36.2,"","N",""
"Como","62005500",2020-07-07,"RamseyCo",2,6.9,"","N",""
"Josephine","62005700",2020-07-07,"RamseyCo",2,2.2,"","N",""
"Turtle","62006100",2020-07-07,"RamseyCo",20,22.7,"","N",""
"Long","62006700",2020-07-07,"RamseyCo",635.7,17.4,"","N",""
"Snail","62007300",2020-07-07,"RamseyCo",1.4,4.2,"","N",""
"Johanna","62007800",2020-07-07,"RamseyCo",17.6,17.4,"","N",""
"Mahtomedi","82016700",2020-07-07,"RamseyCo",13.4,2.2,"","N",""
"White Bear","82016700",2020-07-07,"RamseyCo",6.7,11.5,"","N",""
"Gervais","62000700",2020-07-14,"RamseyCo",455.6,13.6,"","N",""
"Phalen","62001300",2020-07-14,"RamseyCo",83.5,34.3,"","N",""
"McCarrons","62005400",2020-07-14,"RamseyCo",166.9,28.6,"","N",""
"Como","62005500",2020-07-14,"RamseyCo",16.2,10.9,"","N",""
"Josephine","62005700",2020-07-14,"RamseyCo",1,2.2,"","N",""
"Turtle","62006100",2020-07-14,"RamseyCo",86.4,31.8,"","N",""
"Long","62006700",2020-07-14,"RamseyCo",9.4,25.4,"","N",""
"Snail","62007300",2020-07-14,"RamseyCo",2.5,3.1,"","N",""
"Johanna","62007800",2020-07-14,"RamseyCo",13.3,16,"","N",""
"Mahtomedi","82016700",2020-07-14,"RamseyCo",37.2,4.5,"","N",""
"White Bear","82016700",2020-07-14,"RamseyCo",12.6,14.9,"","N",""
"Gervais","62000700",2020-07-21,"RamseyCo",4.8,17.4,"","N",""
"Phalen","62001300",2020-07-21,"RamseyCo",1,20.2,"","N",""
"McCarrons","62005400",2020-07-21,"RamseyCo",9.6,21.1,"","N",""
"Como","62005500",2020-07-21,"RamseyCo",2.9,9.7,"","N",""
"Josephine","62005700",2020-07-21,"RamseyCo",2.5,2.7,"","N",""
"Turtle","62006100",2020-07-21,"RamseyCo",9.6,26.7,"","N",""
"Long","62006700",2020-07-21,"RamseyCo",276.3,69.9,"","N",""
"Snail","62007300",2020-07-21,"RamseyCo",1.4,3.3,"","N",""
"Johanna","62007800",2020-07-21,"RamseyCo",14.7,19.7,"","N",""
"Mahtomedi","82016700",2020-07-21,"RamseyCo",3.2,5.6,"","N",""
"White Bear","82016700",2020-07-21,"RamseyCo",41.9,31.5,"","N",""
"Gervais","62000700",2020-07-28,"RamseyCo",5.5,15.6,"","N",""
"Phalen","62001300",2020-07-28,"RamseyCo",60.3,30.7,"","N",""
"McCarrons","62005400",2020-07-28,"RamseyCo",4.9,13.2,"","N",""
"Como","62005500",2020-07-28,"RamseyCo",11.3,6.4,"","N",""
"Josephine","62005700",2020-07-28,"RamseyCo",11.8,2.9,"","N",""
"Turtle","62006100",2020-07-28,"RamseyCo",171,52.7,"","N",""
"Long","62006700",2020-07-28,"RamseyCo",13.2,70.1,"","N",""
"Snail","62007300",2020-07-28,"RamseyCo",3.6,3.2,"","N",""
"Johanna","62007800",2020-07-28,"RamseyCo",24.3,19.8,"","N",""
"Mahtomedi","82016700",2020-07-28,"RamseyCo",1.7,4.9,"","N",""
"White Bear","82016700",2020-07-28,"RamseyCo",11.6,13.2,"","N",""
"Gervais","62000700",2020-08-04,"RamseyCo",1.4,8.1,"","N",""
"Phalen","62001300",2020-08-04,"RamseyCo",337.6,37.1,"","N",""
"McCarrons","62005400",2020-08-04,"RamseyCo",17.4,13.1,"","N",""
"Como","62005500",2020-08-04,"RamseyCo",1.4,4.3,"","N",""
"Josephine","62005700",2020-08-04,"RamseyCo",10.9,3.7,"","N",""
"Turtle","62006100",2020-08-04,"RamseyCo",2,22.4,"","N",""
"Long","62006700",2020-08-04,"RamseyCo",31.4,58.5,"","N",""
"Snail","62007300",2020-08-04,"RamseyCo",2.9,2.2,"","N",""
"Johanna","62007800",2020-08-04,"RamseyCo",15.3,16.6,"","N",""
"Mahtomedi","82016700",2020-08-04,"RamseyCo",3.3,6.2,"","N",""
"White Bear","82016700",2020-08-04,"RamseyCo",517.1,29.2,"","N",""
"Gervais","62000700",2020-08-11,"RamseyCo",2.5,8.4,"","N",""
"Phalen","62001300",2020-08-11,"RamseyCo",222.3,51.9,"","N",""
"McCarrons","62005400",2020-08-11,"RamseyCo",1.4,11.4,"","N",""
"Como","62005500",2020-08-11,"RamseyCo",32,7.5,"","N",""
"Josephine","62005700",2020-08-11,"RamseyCo",1.4,3.4,"","N",""
"Turtle","62006100",2020-08-11,"RamseyCo",1.4,13.2,"","N",""
"Long","62006700",2020-08-11,"RamseyCo",25.4,30.7,"","N",""
"Snail","62007300",2020-08-11,"RamseyCo",132.6,5.4,"","N",""
"Johanna","62007800",2020-08-11,"RamseyCo",13.7,15.8,"","N",""
"Mahtomedi","82016700",2020-08-11,"RamseyCo",1,3.7,"","N",""
"White Bear","82016700",2020-08-11,"RamseyCo",73.7,47.2,"","N",""
"Gervais","62000700",2020-08-18,"RamseyCo",1.4,2.7,"","N",""
"Phalen","62001300",2020-08-18,"RamseyCo",23.9,40.4,"","N",""
"McCarrons","62005400",2020-08-18,"RamseyCo",0,4.4,"","N",""
"Como","62005500",2020-08-18,"RamseyCo",11.6,7,"","N",""
"Josephine","62005700",2020-08-18,"RamseyCo",1.4,3.6,"","N",""
"Turtle","62006100",2020-08-18,"RamseyCo",1,5.4,"","N",""
"Long","62006700",2020-08-18,"RamseyCo",5.1,27.2,"","N",""
"Snail","62007300",2020-08-18,"RamseyCo",4.3,6.1,"","N",""
"Johanna","62007800",2020-08-18,"RamseyCo",23.8,17.8,"","N",""
"Mahtomedi","82016700",2020-08-18,"RamseyCo",1.4,1.9,"","N",""
"White Bear","82016700",2020-08-18,"RamseyCo",2.5,34.1,"","N",""
"Gervais","62000700",2020-08-25,"RamseyCo",1,1.9,"","N",""
"Phalen","62001300",2020-08-25,"RamseyCo",87.6,98.9,"","N",""
"McCarrons","62005400",2020-08-25,"RamseyCo",11.4,4.5,"","N",""
"Como","62005500",2020-08-25,"RamseyCo",4.4,7.6,"","N",""
"Josephine","62005700",2020-08-25,"RamseyCo",1.7,3.4,"","N",""
"Turtle","62006100",2020-08-25,"RamseyCo",5.5,4.8,"","N",""
"Long","62006700",2020-08-25,"RamseyCo",1,8.8,"","N",""
"Snail","62007300",2020-08-25,"RamseyCo",13.3,9.5,"","N",""
"Johanna","62007800",2020-08-25,"RamseyCo",28.5,20.3,"","N",""
"Mahtomedi","82016700",2020-08-25,"RamseyCo",1,1.5,"","N",""
"White Bear","82016700",2020-08-25,"RamseyCo",2.9,20,"","N",""
"Gervais","62000700",2020-09-01,"RamseyCo",8.5,2.1,"","N",""
"Phalen","62001300",2020-09-01,"RamseyCo",68.1,101.3,"","N",""
"McCarrons","62005400",2020-09-01,"RamseyCo",5.1,4.6,"","N",""
"Como","62005500",2020-09-01,"RamseyCo",10,7.5,"","N",""
"Josephine","62005700",2020-09-01,"RamseyCo",1,2.1,"","N",""
"Turtle","62006100",2020-09-01,"RamseyCo",32.6,3.5,"","N",""
"Long","62006700",2020-09-01,"RamseyCo",3.6,6.8,"","N",""
"Snail","62007300",2020-09-01,"RamseyCo",13.4,12.4,"","N",""
"Johanna","62007800",2020-09-01,"RamseyCo",29.8,21.2,"","N",""
"Mahtomedi","82016700",2020-09-01,"RamseyCo",1,1.4,"","N",""
"White Bear","82016700",2020-09-01,"RamseyCo",46.8,26.4,"","N",""
"Gervais","62000700",2021-05-25,"RamseyCo",111.2,0,"","N",""
"Phalen","62001300",2021-05-25,"RamseyCo",61,0,"","N",""
"McCarrons","62005400",2021-05-25,"RamseyCo",103.7,0,"","N",""
"Como","62005500",2021-05-25,"RamseyCo",186.1,0,"","N",""
"Owasso","62005600",2021-05-25,"RamseyCo",14.1,0,"","N",""
"Josephine","62005700",2021-05-25,"RamseyCo",9.7,0,"","N",""
"Long","62006700",2021-05-25,"RamseyCo",19.3,0,"","N",""
"Snail","62007300",2021-05-25,"RamseyCo",9.9,0,"","N",""
"Snail","62007300",2021-05-25,"RamseyCo",9.8,0,"","N",""
"Johanna","62007800",2021-05-25,"RamseyCo",38,0,"","N",""
"White Bear","82016700",2021-05-25,"RamseyCo",2,0,"","N",""
"Gervais","62000700",2021-06-01,"RamseyCo",5.7,25.1,"","N",""
"Phalen","62001300",2021-06-01,"RamseyCo",5.7,18.7,"","N",""
"Como","62005500",2021-06-01,"RamseyCo",4,27.2,"","N",""
"Owasso","62005600",2021-06-01,"RamseyCo",6.8,9.8,"","N",""
"Josephine","62005700",2021-06-01,"RamseyCo",10.8,10.2,"","N",""
"Turtle","62006100",2021-06-01,"RamseyCo",8.5,9.2,"","N",""
"Long","62006700",2021-06-01,"RamseyCo",3.6,8.4,"","N",""
"Snail","62007300",2021-06-01,"RamseyCo",1,3.1,"","N",""
"Johanna","62007800",2021-06-01,"RamseyCo",67.4,50.6,"","N",""
"Mahtomedi","82016700",2021-06-01,"RamseyCo",1,0,"","N",""
"White Bear","82016700",2021-06-01,"RamseyCo",6.2,3.5,"","N",""
"McCarrons","62005400",2021-06-01,"RamseyCo",208.9,147.2,"","Y","ecoli_30dayGM"
"Gervais","62000700",2021-06-08,"RamseyCo",44.7,30.4,"","N",""
"Phalen","62001300",2021-06-08,"RamseyCo",2.3,9.2,"","N",""
"Como","62005500",2021-06-08,"RamseyCo",4.6,15.1,"","N",""
"Owasso","62005600",2021-06-08,"RamseyCo",25.5,13.5,"","N",""
"Josephine","62005700",2021-06-08,"RamseyCo",3.2,7,"","N",""
"Turtle","62006100",2021-06-08,"RamseyCo",2.5,6,"","N",""
"Long","62006700",2021-06-08,"RamseyCo",2.9,5.8,"","N",""
"Snail","62007300",2021-06-08,"RamseyCo",27,6.4,"","N",""
"Johanna","62007800",2021-06-08,"RamseyCo",308.5,92.5,"","N",""
"Mahtomedi","82016700",2021-06-08,"RamseyCo",1,1,"","N",""
"White Bear","82016700",2021-06-08,"RamseyCo",69.7,9.5,"","N",""
"McCarrons","62005400",2021-06-08,"RamseyCo",160.5,151.5,"","Y","ecoli_30dayGM"
"Gervais","62000700",2021-06-15,"RamseyCo",1,13,"","N",""
"Phalen","62001300",2021-06-15,"RamseyCo",5.6,8.1,"","N",""
"McCarrons","62005400",2021-06-15,"RamseyCo",47.9,113.6,"","N",""
"Como","62005500",2021-06-15,"RamseyCo",1.4,8.3,"","N",""
"Owasso","62005600",2021-06-15,"RamseyCo",3.1,9.3,"","N",""
"Josephine","62005700",2021-06-15,"RamseyCo",5.6,6.6,"","N",""
"Turtle","62006100",2021-06-15,"RamseyCo",2,4.6,"","N",""
"Long","62006700",2021-06-15,"RamseyCo",1.4,4.1,"","N",""
"Snail","62007300",2021-06-15,"RamseyCo",1.8,4.6,"","N",""
"Johanna","62007800",2021-06-15,"RamseyCo",30,69.8,"","N",""
"Mahtomedi","82016700",2021-06-15,"RamseyCo",1,1,"","N",""
"White Bear","82016700",2021-06-15,"RamseyCo",8.3,9.2,"","N",""
"Gervais","62000700",2021-06-22,"RamseyCo",1.8,8.7,"","N",""
"Phalen","62001300",2021-06-22,"RamseyCo",2.9,6.6,"","N",""
"McCarrons","62005400",2021-06-22,"RamseyCo",12.7,73.3,"","N",""
"Como","62005500",2021-06-22,"RamseyCo",90.7,13.4,"","N",""
"Owasso","62005600",2021-06-22,"RamseyCo",5.9,8.5,"","N",""
"Josephine","62005700",2021-06-22,"RamseyCo",14.9,7.8,"","N",""
"Turtle","62006100",2021-06-22,"RamseyCo",1,3.4,"","N",""
"Long","62006700",2021-06-22,"RamseyCo",9.8,4.9,"","N",""
"Snail","62007300",2021-06-22,"RamseyCo",13.9,5.8,"","N",""
"Johanna","62007800",2021-06-22,"RamseyCo",10.8,48.1,"","N",""
"Mahtomedi","82016700",2021-06-22,"RamseyCo",1.4,1.1,"","N",""
"White Bear","82016700",2021-06-22,"RamseyCo",1.4,6.3,"","N",""
"Gervais","62000700",2021-06-29,"RamseyCo",25.5,6.5,"","N",""
